,time,hashtags,user_mentions,favorite_count,geo,id_str,lang,place,retweet_count,retweeted,source,text,location,name,time_zone,utc_offset
32,28-02-2020 14:46,[],[],74447,None,1.23E+18,en,None,15892,FALSE,Twitter for iPhone,"Will be in the Great State of South Carolina tonight, 7:00 P.M., for a really BIG Rally. Best place to be is a Trump Rally. See you later!","Washington, DC",Donald J. Trump,None,None
33,28-02-2020 06:13,[],"[{'screen_name': 'FoxNews', 'name': 'Fox News', 'id': 1367531, 'id_str': '1367531', 'indices': [54, 62]}]",111763,None,1.23E+18,en,None,31394,FALSE,Twitter for iPhone,"“Federal Court Deals Major Blow To Sanctuary Cities.” @FoxNews  In other words, there will be no more Federal Tax D… https://t.co/YIB3KZjSHF","Washington, DC",Donald J. Trump,None,None
34,28-02-2020 05:43,[],[],87603,None,1.23E+18,en,None,21755,FALSE,Twitter for iPhone,"The Do Nothing Democrats were busy wasting time on the Immigration Hoax, &amp; anything else they could do to make the… https://t.co/AZIBzeaem6","Washington, DC",Donald J. Trump,None,None
35,28-02-2020 05:05,[],[],156393,None,1.23E+18,en,None,34540,FALSE,Twitter for iPhone,"So, the Coronavirus, which started in China and spread to various countries throughout the world, but very slowly i… https://t.co/uz44BxMCsQ","Washington, DC",Donald J. Trump,None,None
36,28-02-2020 04:37,[],[],57876,None,1.23E+18,en,None,13958,FALSE,Twitter for iPhone,So nice! https://t.co/rnhymmWJu6,"Washington, DC",Donald J. Trump,None,None
37,28-02-2020 03:41,[],"[{'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [21, 25]}]",87797,None,1.23E+18,en,None,24223,FALSE,Twitter for iPhone,“Diagnosis positive: @CNN is infected with Trump Derangement Syndrome. I’m calling out CNN for irresponsibly politi… https://t.co/5RGIvaXQCw,"Washington, DC",Donald J. Trump,None,None
38,28-02-2020 03:16,[],[],93588,None,1.23E+18,en,None,17946,FALSE,Twitter for iPhone,"Word is that Mini Mike Bloomberg performed so poorly in the two debates, that he is thinking about dropping out of… https://t.co/VAH8g5EPTQ","Washington, DC",Donald J. Trump,None,None
39,28-02-2020 02:39,[],[],97169,None,1.23E+18,en,None,20896,FALSE,Twitter for iPhone,Congratulations and thank you to our great Vice President &amp; all of the many professionals doing such a fine job at… https://t.co/5Yt8uaBEms,"Washington, DC",Donald J. Trump,None,None
40,28-02-2020 01:53,[],"[{'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [20, 24]}]",78213,None,1.23E+18,en,None,21805,FALSE,Twitter for iPhone,“Anti-Trump Network @CNN doing whatever it can to stoke a national Coronavirus panic. The far left Network pretty m… https://t.co/aM25K2Rv8j,"Washington, DC",Donald J. Trump,None,None
41,27-02-2020 13:34,[],[],50340,None,1.23E+18,und,None,14163,FALSE,Twitter for iPhone,https://t.co/2p4WngYWJ4,"Washington, DC",Donald J. Trump,None,None
42,27-02-2020 06:04,[],"[{'screen_name': 'Jim_Jordan', 'name': 'Rep. Jim Jordan', 'id': 18166778, 'id_str': '18166778', 'indices': [3, 14]}]",0,None,1.23E+18,en,None,15557,FALSE,Twitter for iPhone,"RT @Jim_Jordan: FISA Reform markup tomorrow in Judiciary.

Remember, AG Bill Barr used the term ""political surveillance"" to describe what t…","Washington, DC",Donald J. Trump,None,None
43,27-02-2020 06:02,[],[],103990,None,1.23E+18,en,None,28739,FALSE,Twitter for iPhone,They spied on my campaign! https://t.co/LpIc3cNBnr,"Washington, DC",Donald J. Trump,None,None
44,27-02-2020 05:59,[],"[{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}]",0,None,1.23E+18,en,None,18629,FALSE,Twitter for iPhone,RT @realDonaldTrump: Big Rally in the Great State of South Carolina on Friday. See you there!,"Washington, DC",Donald J. Trump,None,None
45,27-02-2020 05:21,"[{'text': 'MAGA', 'indices': [114, 119]}]","[{'screen_name': 'RepKevinBrady', 'name': 'Rep. Kevin Brady', 'id': 19926675, 'id_str': '19926675', 'indices': [1, 15]}]",49732,None,1.23E+18,en,None,12790,FALSE,Twitter for iPhone,.@RepKevinBrady (R) of Texas-08 loves Texas &amp; our Country. He has been a GREAT Congressman &amp; supporter of #MAGA. St… https://t.co/r0Xh9Biofn,"Washington, DC",Donald J. Trump,None,None
46,27-02-2020 01:51,[],[],50407,None,1.23E+18,und,None,13539,FALSE,Twitter for iPhone,https://t.co/dWl6SZqFLZ,"Washington, DC",Donald J. Trump,None,None
47,27-02-2020 01:49,[],"[{'screen_name': 'WhiteHouse', 'name': 'The White House', 'id': 822215673812119553, 'id_str': '822215673812119553', 'indices': [3, 14]}]",0,None,1.23E+18,en,None,9381,FALSE,Twitter for iPhone,"RT @WhiteHouse: ""I'd like to extend my deepest condolences to the victims and families in Milwaukee, Wisconsin."" — President @realDonaldTru…","Washington, DC",Donald J. Trump,None,None
48,26-02-2020 19:04,[],"[{'screen_name': 'SaraCarterDC', 'name': 'Sara A. Carter', 'id': 25202268, 'id_str': '25202268', 'indices': [3, 16]}, {'screen_name': 'SaraCarterDC', 'name': 'Sara A. Carter', 'id': 25202268, 'id_str': '25202268', 'indices': [120, 133]}]",0,None,1.23E+18,en,None,20263,FALSE,Twitter for iPhone,RT @SaraCarterDC: Court Rules Trump Admin Can Withhold Federal Grants From Sanctuary Cities https://t.co/QJnYQv8jYX via @SaraCarterDC,"Washington, DC",Donald J. Trump,None,None
49,26-02-2020 19:02,[],[],90441,None,1.23E+18,en,None,28491,FALSE,Twitter for iPhone,Nancy has allowed her District to go down more than any other in the USA! Hardly even recognizable. https://t.co/wnABoOQOVe,"Washington, DC",Donald J. Trump,None,None
50,26-02-2020 18:55,[],"[{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}, {'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [65, 69]}]",0,None,1.23E+18,en,None,20539,FALSE,Twitter for iPhone,RT @realDonaldTrump: Low Ratings Fake News MSDNC (Comcast) &amp; @CNN are doing everything possible to make the Caronavirus look as bad as poss…,"Washington, DC",Donald J. Trump,None,None
51,26-02-2020 18:55,[],"[{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}]",0,None,1.23E+18,en,None,19503,FALSE,Twitter for iPhone,"RT @realDonaldTrump: Crazy, chaotic Democrat Debate last night. Fake News said Biden did well, even though he said half of our population w…","Washington, DC",Donald J. Trump,None,None
52,26-02-2020 18:55,[],"[{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}]",0,None,1.23E+18,en,None,12839,FALSE,Twitter for iPhone,"RT @realDonaldTrump: ....during a debate). Pocahontas was mean, &amp; undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t kn…","Washington, DC",Donald J. Trump,None,None
53,26-02-2020 18:55,[],"[{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}]",0,None,1.23E+18,en,None,13646,FALSE,Twitter for iPhone,"RT @realDonaldTrump: I will be having a News Conference at the White House, on this subject, today at 6:00 P.M. CDC representatives, and ot…","Washington, DC",Donald J. Trump,None,None
54,26-02-2020 18:54,[],"[{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}]",0,None,1.23E+18,en,None,18856,FALSE,Twitter for iPhone,"RT @realDonaldTrump: Big Story, Big Win - Except in the Fake News, which won’t cover it!","Washington, DC",Donald J. Trump,None,None
55,26-02-2020 16:35,[],"[{'screen_name': 'GOPChairwoman', 'name': 'Ronna McDaniel', 'id': 2353605901, 'id_str': '2353605901', 'indices': [3, 17]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [57, 73]}]",0,None,1.23E+18,en,None,13829,FALSE,Twitter for iPhone,"RT @GOPChairwoman: Democrats in Congress have obstructed @realDonaldTrump at every turn, but he is delivering on his promise to build the w…","Washington, DC",Donald J. Trump,None,None
56,26-02-2020 16:34,[],"[{'screen_name': 'GOPChairwoman', 'name': 'Ronna McDaniel', 'id': 2353605901, 'id_str': '2353605901', 'indices': [3, 17]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [60, 76]}]",0,None,1.23E+18,en,None,8082,FALSE,Twitter for iPhone,"RT @GOPChairwoman: People are tired of Democrats ripping up @realDonaldTrump’s SOTU, yelling at each other over who is more of a shill for…","Washington, DC",Donald J. Trump,None,None
57,26-02-2020 16:20,[],[],102045,None,1.23E+18,en,None,21075,FALSE,Twitter for iPhone,My two great friends. Proud of you both! https://t.co/Fo2CLjc9YZ,"Washington, DC",Donald J. Trump,None,None
58,26-02-2020 16:17,[],[],35035,None,1.23E+18,en,None,6316,FALSE,Twitter for iPhone,"Eric, I can live with that! https://t.co/TtNdK9pg06","Washington, DC",Donald J. Trump,None,None
59,26-02-2020 16:15,[],[],57506,None,1.23E+18,en,None,10375,FALSE,Twitter for iPhone,"Piers, I like you too! https://t.co/pUe09YlrY0","Washington, DC",Donald J. Trump,None,None
60,26-02-2020 16:07,[],"[{'screen_name': 'tonykatz', 'name': 'Tony Katz', 'id': 989231, 'id_str': '989231', 'indices': [3, 12]}, {'screen_name': '93wibc', 'name': '93 WIBC Indianapolis', 'id': 12673222, 'id_str': '12673222', 'indices': [48, 55]}]",0,None,1.23E+18,en,None,4053,FALSE,Twitter for iPhone,RT @tonykatz: Check out the press conference on @93wibc at 6pmET,"Washington, DC",Donald J. Trump,None,None
61,26-02-2020 13:51,[],[],90943,None,1.23E+18,en,None,18629,FALSE,Twitter for iPhone,Big Rally in the Great State of South Carolina on Friday. See you there!,"Washington, DC",Donald J. Trump,None,None
62,26-02-2020 13:41,[],"[{'screen_name': 'RealCandaceO', 'name': 'Candace Owens', 'id': 878247600096509952, 'id_str': '878247600096509952', 'indices': [82, 95]}, {'screen_name': 'MariaBartiromo', 'name': 'Maria Bartiromo', 'id': 208155240, 'id_str': '208155240', 'indices': [96, 111]}]",57255,None,1.23E+18,en,None,12407,FALSE,Twitter for iPhone,“Every poll you look at shows that Black support for President Trump is growing.” @RealCandaceO @MariaBartiromo,"Washington, DC",Donald J. Trump,None,None
63,26-02-2020 13:35,[],[],62302,None,1.23E+18,en,None,18856,FALSE,Twitter for iPhone,"Big Story, Big Win - Except in the Fake News, which won’t cover it! https://t.co/reWPi2hc4v","Washington, DC",Donald J. Trump,None,None
64,26-02-2020 13:24,[],[],55829,None,1.23E+18,en,None,12839,FALSE,Twitter for iPhone,"....during a debate). Pocahontas was mean, &amp; undisciplined, mostly aiming at Crazy Bernie and Mini Mike. They don’t… https://t.co/iKp5a0UbsT","Washington, DC",Donald J. Trump,None,None
65,26-02-2020 13:24,[],[],80636,None,1.23E+18,en,None,19503,FALSE,Twitter for iPhone,"Crazy, chaotic Democrat Debate last night. Fake News said Biden did well, even though he said half of our populatio… https://t.co/Pul384BRrK","Washington, DC",Donald J. Trump,None,None
66,26-02-2020 13:03,[],[],47828,None,1.23E+18,en,None,13646,FALSE,Twitter for iPhone,"I will be having a News Conference at the White House, on this subject, today at 6:00 P.M. CDC representatives, and… https://t.co/YNrfmRylTT","Washington, DC",Donald J. Trump,None,None
67,26-02-2020 13:03,[],"[{'screen_name': 'CNN', 'name': 'CNN', 'id': 759251, 'id_str': '759251', 'indices': [44, 48]}]",74277,None,1.23E+18,en,None,20539,FALSE,Twitter for iPhone,Low Ratings Fake News MSDNC (Comcast) &amp; @CNN are doing everything possible to make the Caronavirus look as bad as p… https://t.co/bVSoM0VMFZ,"Washington, DC",Donald J. Trump,None,None
68,26-02-2020 11:39,[],[],99064,None,1.23E+18,en,None,17889,FALSE,Twitter for iPhone,"Just landed. India was great, trip very successful. Heading to the White House. Meetings and calls scheduled today.… https://t.co/xj0QsusUm9","Washington, DC",Donald J. Trump,None,None
69,26-02-2020 07:24,"[{'text': 'COVID19', 'indices': [63, 71]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]",0,None,1.23E+18,en,None,12908,FALSE,Twitter for iPhone,RT @CDCgov: There is currently no reported community spread of #COVID19 in the US. People should follow everyday measures to prevent the sp…,"Washington, DC",Donald J. Trump,None,None
70,26-02-2020 07:22,[],"[{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}]",0,None,1.23E+18,en,None,25511,FALSE,Twitter for iPhone,"RT @realDonaldTrump: CDC and my Administration are doing a GREAT job of handling Coronavirus, including the very early closing of our borde…","Washington, DC",Donald J. Trump,None,None
71,26-02-2020 07:22,[],"[{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [3, 19]}]",0,None,1.23E+18,en,None,15971,FALSE,Twitter for iPhone,"RT @realDonaldTrump: ....Democrats talking point is that we are doing badly. If the virus disappeared tomorrow, they would say we did a rea…","Washington, DC",Donald J. Trump,None,None
72,26-02-2020 07:19,[],"[{'screen_name': 'IngrahamAngle', 'name': 'Laura Ingraham', 'id': 50769180, 'id_str': '50769180', 'indices': [66, 80]}]",54621,None,1.23E+18,en,None,11388,FALSE,Twitter for iPhone,"“U.S. acted on the Coronavirus very, very quickly.” Gordon Chang  @IngrahamAngle","Washington, DC",Donald J. Trump,None,None
73,26-02-2020 07:04,"[{'text': 'DemDebate', 'indices': [81, 91]}]","[{'screen_name': 'TocRadio', 'name': 'Christian Datoc', 'id': 1046023987, 'id_str': '1046023987', 'indices': [3, 12]}]",0,None,1.23E+18,en,None,5790,FALSE,Twitter for iPhone,"RT @TocRadio: in case you were wondering, YES, Trump apparently was watching the #DemDebate on his flight back to Washington, DC from India…","Washington, DC",Donald J. Trump,None,None
74,26-02-2020 07:02,[],"[{'screen_name': 'DailyCaller', 'name': 'Daily Caller', 'id': 39308549, 'id_str': '39308549', 'indices': [3, 15]}]",0,None,1.23E+18,en,None,4985,FALSE,Twitter for iPhone,RT @DailyCaller: Joe Biden Claims A Whopping 150 Million People Have Been Killed By Guns Since 2007 https://t.co/7WXZSS0lC9,"Washington, DC",Donald J. Trump,None,None
75,26-02-2020 06:58,[],"[{'screen_name': 'marklevinshow', 'name': 'Mark R. Levin', 'id': 38495835, 'id_str': '38495835', 'indices': [3, 17]}]",0,None,1.23E+18,en,None,11140,FALSE,Twitter for iPhone,"RT @marklevinshow: Obama appointed Judge Jackson has gone rogue
https://t.co/KKwMHSAZyS","Washington, DC",Donald J. Trump,None,None
76,26-02-2020 06:58,[],"[{'screen_name': 'marklevinshow', 'name': 'Mark R. Levin', 'id': 38495835, 'id_str': '38495835', 'indices': [3, 17]}]",0,None,1.23E+18,en,None,4343,FALSE,Twitter for iPhone,"RT @marklevinshow: MSNBC falling in line behind Sanders
https://t.co/vmOVUFfZht","Washington, DC",Donald J. Trump,None,None
77,26-02-2020 06:57,[],"[{'screen_name': 'marklevinshow', 'name': 'Mark R. Levin', 'id': 38495835, 'id_str': '38495835', 'indices': [3, 17]}]",0,None,1.23E+18,en,None,10597,FALSE,Twitter for iPhone,"RT @marklevinshow: Jackson is hyper-political and undermining judicial integrity
https://t.co/NF3OjLuTX0","Washington, DC",Donald J. Trump,None,None
78,26-02-2020 06:54,[],"[{'screen_name': 'NextRevFNC', 'name': 'The Next Revolution', 'id': 851526166100029442, 'id_str': '851526166100029442', 'indices': [3, 14]}, {'screen_name': 'kayleighmcenany', 'name': 'Kayleigh McEnany', 'id': 259001548, 'id_str': '259001548', 'indices': [17, 33]}]",0,None,1.23E+18,en,None,5754,FALSE,Twitter for iPhone,"RT @NextRevFNC: .@KayleighMcEnany: 27% of people who registered to attend Trump rally in Las Vegas, NV were Black and Latino, and 32% didn'…","Washington, DC",Donald J. Trump,None,None
79,26-02-2020 06:54,[],"[{'screen_name': 'kayleighmcenany', 'name': 'Kayleigh McEnany', 'id': 259001548, 'id_str': '259001548', 'indices': [3, 19]}]",0,None,1.23E+18,en,None,10293,FALSE,Twitter for iPhone,RT @kayleighmcenany: “I’m with a veterans’ group that meets every 2nd Thursday at IHOP &amp; there’s at least 30 veterans there — most of them…,"Washington, DC",Donald J. Trump,None,None
80,26-02-2020 06:54,[],"[{'screen_name': 'NextRevFNC', 'name': 'The Next Revolution', 'id': 851526166100029442, 'id_str': '851526166100029442', 'indices': [3, 14]}, {'screen_name': 'kayleighmcenany', 'name': 'Kayleigh McEnany', 'id': 259001548, 'id_str': '259001548', 'indices': [17, 33]}]",0,None,1.23E+18,en,None,4247,FALSE,Twitter for iPhone,"RT @NextRevFNC: .@KayleighMcEnany: ""You can't beat President Trump who's breaking records  in polling, breaking records in economic satisfa…","Washington, DC",Donald J. Trump,None,None
81,26-02-2020 06:53,[],"[{'screen_name': 'kayleighmcenany', 'name': 'Kayleigh McEnany', 'id': 259001548, 'id_str': '259001548', 'indices': [3, 19]}, {'screen_name': 'TimMurtaugh', 'name': 'Tim Murtaugh - Text TRUMP to 88022', 'id': 45676731, 'id_str': '45676731', 'indices': [38, 50]}]",0,None,1.23E+18,en,None,3531,FALSE,Twitter for iPhone,RT @kayleighmcenany: You are the best @TimMurtaugh — a talented communications director &amp; great leader of our team!,"Washington, DC",Donald J. Trump,None,None
82,26-02-2020 06:52,[],"[{'screen_name': 'kayleighmcenany', 'name': 'Kayleigh McEnany', 'id': 259001548, 'id_str': '259001548', 'indices': [3, 19]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [78, 94]}]",0,None,1.23E+18,en,None,5258,FALSE,Twitter for iPhone,"RT @kayleighmcenany: “We are a qualified opportunity fund thanks to President @realDonaldTrump.”

“We need 4 more years because we need the…","Washington, DC",Donald J. Trump,None,None
83,26-02-2020 06:52,[],[],37562,None,1.23E+18,en,None,8900,FALSE,Twitter for iPhone,Thank you! https://t.co/5DNbnbEtyy,"Washington, DC",Donald J. Trump,None,None
